"ID","PEN","LACT","Event","DIM","Date","Remark","R","T","B","Protocols","Technician",
      6891 ,     1 ,   2 ,OPEN       , 135 ,12/10/23,252NR12241      ,O , 4 ,A ,                ,Relief,
      6891 ,     1 ,   2 ,LAME       , 137 ,12/12/23,RR W            ,  ,   ,  ,                ,,
      6891 ,     1 ,   2 ,PREG       , 156 ,12/31/23,252NR12241      ,P ,15 ,A ,                ,James,
      6891 ,     1 ,   2 ,LAME       , 164 ,01/08/24,RR W            ,  ,   ,  ,                ,,
      6892 ,     3 ,   2 ,FRESH      ,   0 ,09/11/23,                ,  ,   ,  ,                ,,
      6892 ,     3 ,   2 ,LAB        ,   4 ,09/15/23,ERE             ,  ,   ,  ,                ,,
      6892 ,     3 ,   2 ,LAME       ,  21 ,10/02/23,RR A            ,  ,   ,  ,                ,,
      6892 ,     3 ,   2 ,LAB        ,  21 ,10/02/23,ERE             ,  ,   ,  ,                ,,
      6892 ,     3 ,   2 ,MOVE       ,  31 ,10/12/23,F003T001        ,  ,   ,  ,                ,,
      6892 ,     1 ,   2 ,OPEN       ,  55 ,11/05/23,29NR12195       ,O ,15 ,A ,                ,James,
      6892 ,     1 ,   2 ,OPEN       ,  74 ,11/24/23,29NR12195       ,O ,15 ,A ,                ,James,
      6892 ,     1 ,   2 ,PREG       ,  94 ,12/14/23,252NR12241      ,P ,15 ,A ,                ,James,
      6892 ,     1 ,   2 ,LAME       , 134 ,01/23/24,RR A            ,  ,   ,  ,                ,,
      6893 ,    11 ,   1 ,FRESH      ,   0 ,08/01/23,                ,  ,   ,  ,                ,,
      6893 ,     3 ,   1 ,LAB        ,   5 ,08/06/23,PASTE           ,  ,   ,  ,                ,,
      6893 ,     3 ,   1 ,METR       ,   6 ,08/07/23,                ,  ,   ,  ,                ,,
      6893 ,     3 ,   1 ,LAB        ,  11 ,08/12/23,ERE             ,  ,   ,  ,                ,,
      6893 ,     3 ,   1 ,MOVE       ,  39 ,09/09/23,F003T002        ,  ,   ,  ,                ,,
      6893 ,     2 ,   1 ,OPEN       ,  57 ,09/27/23,528J5008        ,O ,15 ,A ,                ,James,
      6893 ,     2 ,   1 ,OPEN       ,  78 ,10/18/23,253MO7240       ,O ,15 ,A ,                ,James,
      6893 ,     2 ,   1 ,MOVE       ,  88 ,10/28/23,F002T004        ,  ,   ,  ,                ,,
      6893 ,     2 ,   1 ,OPEN       ,  98 ,11/07/23,BULL            ,O , 0 ,S ,                ,Tech# 0,
      6893 ,     2 ,   1 ,OPEN       , 119 ,11/28/23,29NR12241       ,O ,15 ,A ,                ,James,
      6893 ,     2 ,   1 ,OPEN       , 139 ,12/18/23,29NR12241       ,O ,15 ,E ,                ,James,
      6893 ,     2 ,   1 ,OPEN       , 161 ,01/09/24,29NR12241       ,O ,15 ,A ,                ,James,
      6893 ,     2 ,   1 ,OPEN       , 181 ,01/29/24,253MO7240       ,O ,15 ,E ,                ,James,
      6893 ,     2 ,   1 ,BRED       , 203 ,02/20/24,252NR12241      ,- ,15 ,A ,                ,James,
      6894 ,     1 ,   1 ,DRY        , 425 ,11/16/23,                ,  ,   ,  ,                ,,
      6894 ,    10 ,   1 ,CUDMV      , 453 ,12/14/23,                ,  ,   ,  ,                ,,
      6894 ,    11 ,   2 ,FRESH      ,   0 ,01/15/24,                ,  ,   ,  ,                ,,
      6894 ,     3 ,   2 ,MOVE       ,  46 ,03/01/24,F003T001        ,  ,   ,  ,                ,,
      6897 ,    11 ,   2 ,FRESH      ,   0 ,09/02/23,                ,  ,   ,  ,                ,,
      6897 ,     2 ,   2 ,OPEN       ,  57 ,10/29/23,11AN1504        ,O ,15 ,L ,                ,James,
      6897 ,     2 ,   2 ,MOVE       ,  60 ,11/01/23,F002T004        ,  ,   ,  ,                ,,
      6897 ,     4 ,   2 ,LAME       ,  80 ,11/21/23,RR W            ,  ,   ,  ,                ,,
      6897 ,     4 ,   2 ,OPEN       , 105 ,12/16/23,252NR12241      ,O , 4 ,C ,                ,Relief,
      6897 ,     4 ,   2 ,RECHK      , 150 ,01/30/24,                ,  ,   ,  ,                ,,
      6897 ,     4 ,   2 ,OPEN       , 155 ,02/04/24,252NR12241      ,O ,15 ,A ,                ,James,
      6897 ,     4 ,   2 ,OPEN       , 171 ,02/20/24,252NR12241      ,O ,15 ,B ,                ,James,
      6897 ,     4 ,   2 ,BRED       , 175 ,02/24/24,252NR12241      ,- ,15 ,A ,                ,James,
      6900 ,     1 ,   1 ,DRY        , 456 ,12/21/23,                ,  ,   ,  ,                ,,
      6900 ,    10 ,   1 ,CUDMV      , 491 ,01/25/24,                ,  ,   ,  ,                ,,
      6900 ,    11 ,   2 ,FRESH      ,   0 ,02/16/24,                ,  ,   ,  ,                ,,
      6901 ,    20 ,   2 ,MOVE       ,1209 ,12/16/23,F020T023        ,  ,   ,  ,                ,,
      6904 ,     1 ,   1 ,ABORT      , 222 ,10/09/23,167 DAYS        ,  ,   ,  ,                ,,
      6904 ,     1 ,   1 ,MOVE       , 253 ,11/09/23,F001T002        ,  ,   ,  ,                ,,
      6904 ,     2 ,   1 ,PREG       , 270 ,11/26/23,29NR12241       ,P ,15 ,A ,                ,James,
      6904 ,     2 ,   1 ,MOVE       , 365 ,02/29/24,F002T005        ,  ,   ,  ,                ,,
      6905 ,     4 ,   1 ,LAME       , 262 ,07/04/23,LF W            ,  ,   ,  ,                ,,
      6905 ,     4 ,   1 ,LAME       , 296 ,08/07/23,LF W            ,  ,   ,  ,                ,,
      6905 ,     4 ,   1 ,DRY        , 418 ,12/07/23,                ,  ,   ,  ,                ,,
      6905 ,    10 ,   1 ,CUDMV      , 445 ,01/03/24,                ,  ,   ,  ,                ,,
      6905 ,    11 ,   2 ,FRESH      ,   0 ,02/02/24,                ,  ,   ,  ,                ,,
      6905 ,     3 ,   2 ,LAB        ,   1 ,02/03/24,RA              ,  ,   ,  ,                ,,
      6906 ,     1 ,   1 ,MOVE       , 173 ,07/21/23,F001T009        ,  ,   ,  ,                ,,
      6906 ,     9 ,   1 ,MOVE       , 173 ,07/21/23,F009T001        ,  ,   ,  ,                ,,
      6906 ,     5 ,   1 ,LAB        , 288 ,11/13/23,ER              ,  ,   ,  ,                ,,
      6906 ,     5 ,   1 ,DRY        , 313 ,12/08/23,                ,  ,   ,  ,                ,,
      6906 ,    10 ,   1 ,CUDMV      , 347 ,01/11/24,                ,  ,   ,  ,                ,,
      6906 ,    11 ,   1 ,LAME       , 351 ,01/15/24,RF RR W         ,  ,   ,  ,                ,,
      6906 ,    11 ,   2 ,FRESH      ,   0 ,02/11/24,                ,  ,   ,  ,                ,,
      6906 ,     3 ,   2 ,MAST       ,   2 ,02/13/24,LR LF           ,  ,   ,  ,                ,,
      6907 ,     1 ,   1 ,DRY        , 330 ,09/08/23,                ,  ,   ,  ,                ,,
      6907 ,    10 ,   1 ,CUDMV      , 364 ,10/12/23,                ,  ,   ,  ,                ,,
      6907 ,    11 ,   2 ,FRESH      ,   0 ,11/02/23,                ,  ,   ,  ,                ,,
      6907 ,     3 ,   2 ,LAB        ,   2 ,11/04/23,R A             ,  ,   ,  ,                ,,
      6907 ,     3 ,   2 ,MOVE       ,  49 ,12/21/23,F003T001        ,  ,   ,  ,                ,,
      6907 ,     1 ,   2 ,BRED       , 110 ,02/20/24,252NR12241      ,- ,15 ,A ,                ,James,
      6909 ,    11 ,   2 ,FRESH      ,   0 ,07/16/23,                ,  ,   ,  ,                ,,
      6909 ,     3 ,   2 ,LAB        ,  13 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      6909 ,     3 ,   2 ,MOVE       ,  42 ,08/27/23,F003T001        ,  ,   ,  ,                ,,
      6909 ,     1 ,   2 ,LAB        , 104 ,10/28/23,ERE             ,  ,   ,  ,                ,,
      6909 ,     1 ,   2 ,PREG       , 115 ,11/08/23,29NR12195       ,P ,15 ,L ,                ,James,
      6910 ,    11 ,   2 ,FRESH      ,   0 ,09/12/23,                ,  ,   ,  ,                ,,
      6910 ,     3 ,   2 ,LAB        ,   1 ,09/13/23,PASTE           ,  ,   ,  ,                ,,
      6910 ,     3 ,   2 ,MOVE       ,  36 ,10/18/23,F003T002        ,  ,   ,  ,                ,,
      6910 ,     2 ,   2 ,MOVE       ,  50 ,11/01/23,F002T004        ,  ,   ,  ,                ,,
      6910 ,     4 ,   2 ,OPEN       ,  56 ,11/07/23,29NR12195       ,O ,15 ,A ,                ,James,
      6910 ,     4 ,   2 ,PREG       ,  76 ,11/27/23,29NR12195       ,P ,15 ,L ,                ,James,
      6918 ,     1 ,   1 ,LAME       , 306 ,07/24/23,LF A            ,  ,   ,  ,                ,,
      6918 ,     1 ,   1 ,LAME       , 341 ,08/28/23,LF A            ,  ,   ,  ,                ,,
      6918 ,     1 ,   1 ,LAME       , 341 ,08/28/23,RF T            ,  ,   ,  ,                ,,
      6918 ,     1 ,   1 ,LAME       , 411 ,11/06/23,LF A            ,  ,   ,  ,                ,,
      6918 ,     1 ,   1 ,DRY        , 414 ,11/09/23,                ,  ,   ,  ,                ,,
      6918 ,    10 ,   1 ,CUDMV      , 441 ,12/06/23,                ,  ,   ,  ,                ,,
      6918 ,    11 ,   2 ,FRESH      ,   0 ,01/04/24,                ,  ,   ,  ,                ,,
      6918 ,     3 ,   2 ,MOVE       ,  37 ,02/10/24,F003T001        ,  ,   ,  ,                ,,
      6919 ,     2 ,   1 ,LAME       ,  93 ,07/17/23,LR W            ,  ,   ,  ,                ,,
      6919 ,     2 ,   1 ,LAME       , 128 ,08/21/23,LR              ,  ,   ,  ,                ,,
      6919 ,     2 ,   1 ,PREG       , 151 ,09/13/23,528J5008        ,P ,15 ,A ,                ,James,
      6920 ,    11 ,   2 ,FRESH      ,   0 ,08/17/23,                ,  ,   ,  ,                ,,
      6920 ,     3 ,   2 ,LAB        ,  29 ,09/15/23,ERE             ,  ,   ,  ,                ,,
      6920 ,     3 ,   2 ,MOVE       ,  39 ,09/25/23,F003T004        ,  ,   ,  ,                ,,
      6920 ,     3 ,   2 ,MOVE       ,  43 ,09/29/23,F003T001        ,  ,   ,  ,                ,,
      6920 ,     1 ,   2 ,OPEN       ,  84 ,11/09/23,29NR12195       ,O ,15 ,A ,                ,James,
      6920 ,     1 ,   2 ,PREG       , 106 ,12/01/23,29NR12241       ,P ,15 ,A ,                ,James,
      6921 ,     5 ,   1 ,DNB        , 259 ,07/18/23,                ,  ,   ,  ,                ,,
      6921 ,    50 ,   1 ,MOVE       , 269 ,07/28/23,F050T004        ,  ,   ,  ,                ,,
      6921 ,     5 ,   1 ,MOVE       , 269 ,07/28/23,F005T050        ,  ,   ,  ,                ,,
      6921 ,     4 ,   1 ,MOVE       , 365 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
      6921 ,     2 ,   1 ,OPEN       , 368 ,11/04/23,BULL            ,O , 0 ,S ,                ,Tech# 0,
      6921 ,     2 ,   1 ,DNB        , 458 ,02/02/24,                ,  ,   ,  ,                ,,
      6922 ,     1 ,   1 ,DRY        , 377 ,11/24/23,                ,  ,   ,  ,                ,,
      6922 ,    10 ,   1 ,CUDMV      , 403 ,12/20/23,                ,  ,   ,  ,                ,,
      6922 ,    11 ,   2 ,FRESH      ,   0 ,01/17/24,                ,  ,   ,  ,                ,,
      6922 ,     3 ,   2 ,LAB        ,   2 ,01/19/24,RA              ,  ,   ,  ,                ,,
      6922 ,     3 ,   2 ,LAME       ,  34 ,02/20/24,LR T            ,  ,   ,  ,                ,,
      6922 ,     3 ,   2 ,LAME       ,  41 ,02/27/24,LR T            ,  ,   ,  ,                ,,
      6924 ,    11 ,   2 ,FRESH      ,   0 ,08/26/23,                ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,LAB        ,   2 ,08/28/23,PASTE           ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,LAB        ,   4 ,08/30/23,PASTE E         ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,LAB        ,   6 ,09/01/23,PASTE           ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,LAB        ,   7 ,09/02/23,PASTE           ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,LAB        ,   8 ,09/03/23,PASTE           ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,METR       ,  10 ,09/05/23,                ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,MOVE       ,  38 ,10/03/23,F003T002        ,  ,   ,  ,                ,,
      6924 ,     3 ,   2 ,MOVE       ,  46 ,10/11/23,F003T001        ,  ,   ,  ,                ,,
      6924 ,     1 ,   2 ,LAB        ,  95 ,11/29/23,ER              ,  ,   ,  ,                ,,
      6924 ,     1 ,   2 ,LAB        ,  96 ,11/30/23,MASTALER        ,  ,   ,  ,                ,,
      6924 ,     1 ,   2 ,OPEN       , 110 ,12/14/23,252NR12241      ,O ,15 ,C ,                ,James,
      6924 ,     1 ,   2 ,LAME       , 115 ,12/19/23,RR W            ,  ,   ,  ,                ,,
      6924 ,     1 ,   2 ,OPEN       , 132 ,01/05/24,252NR12241      ,O ,15 ,A ,                ,James,
      6924 ,     5 ,   2 ,BRED       , 168 ,02/10/24,252NR12241      ,- ,15 ,C ,                ,James,
      6926 ,     1 ,   1 ,DRY        , 271 ,07/21/23,                ,  ,   ,  ,                ,,
      6926 ,    10 ,   1 ,CUDMV      , 367 ,10/25/23,                ,  ,   ,  ,                ,,
      6926 ,    11 ,   2 ,FRESH      ,   0 ,11/14/23,                ,  ,   ,  ,                ,,
      6926 ,     3 ,   2 ,MAST       ,   0 ,11/14/23,ALLBLOOD        ,  ,   ,  ,                ,,
      6926 ,     7 ,   2 ,METR       ,   6 ,11/20/23,                ,  ,   ,  ,                ,,
      6926 ,     7 ,   2 ,MOVE       ,   7 ,11/21/23,F007T003        ,  ,   ,  ,                ,,
      6926 ,     3 ,   2 ,MOVE       ,  46 ,12/30/23,F003T001        ,  ,   ,  ,                ,,
      6926 ,     1 ,   2 ,OPEN       ,  73 ,01/26/24,252NR12241      ,O ,15 ,C ,                ,James,
      6926 ,     5 ,   2 ,BRED       ,  97 ,02/19/24,252NR12241      ,- ,15 ,A ,                ,James,
      6929 ,     4 ,   1 ,LAME       , 220 ,07/10/23,LR W            ,  ,   ,  ,                ,,
      6929 ,     4 ,   1 ,LAME       , 227 ,07/17/23,LR A            ,  ,   ,  ,                ,,
      6929 ,     4 ,   1 ,LAME       , 227 ,07/17/23,                ,  ,   ,  ,                ,,
      6929 ,     4 ,   1 ,LAME       , 241 ,07/31/23,L RA            ,  ,   ,  ,                ,,
      6929 ,     7 ,   1 ,LAME       , 275 ,09/03/23,LR              ,  ,   ,  ,                ,,
      6929 ,     7 ,   1 ,MOVE       , 278 ,09/06/23,F007T005        ,  ,   ,  ,                ,,
      6929 ,     5 ,   1 ,DRY        , 279 ,09/07/23,                ,  ,   ,  ,                ,,
      6929 ,    10 ,   1 ,CUDMV      , 327 ,10/25/23,                ,  ,   ,  ,                ,,
      6929 ,    11 ,   2 ,FRESH      ,   0 ,11/18/23,                ,  ,   ,  ,                ,,
      6929 ,     3 ,   2 ,LAME       ,   9 ,11/27/23,LR A            ,  ,   ,  ,                ,,
      6929 ,     3 ,   2 ,LAB        ,  20 ,12/08/23,R               ,  ,   ,  ,                ,,
      6929 ,     3 ,   2 ,LAME       ,  44 ,01/01/24,LR A            ,  ,   ,  ,                ,,
      6929 ,     3 ,   2 ,MOVE       ,  51 ,01/08/24,F003T002        ,  ,   ,  ,                ,,
      6929 ,     2 ,   2 ,LAME       ,  72 ,01/29/24,LR A            ,  ,   ,  ,                ,,
      6929 ,     2 ,   2 ,OPEN       ,  76 ,02/02/24,252NR12241      ,O ,15 ,L ,                ,James,
      6929 ,     2 ,   2 ,LAME       ,  86 ,02/12/24,LR A            ,  ,   ,  ,                ,,
      6929 ,     2 ,   2 ,OPEN       ,  97 ,02/23/24,252NR12241      ,O ,15 ,B ,                ,James,
      6929 ,     2 ,   2 ,LAME       , 101 ,02/27/24,LR A            ,  ,   ,  ,                ,,
      6929 ,     2 ,   2 ,BRED       , 104 ,03/01/24,252NR12241      ,- ,15 ,L ,                ,James,
      6930 ,    10 ,   2 ,FRESH      ,   0 ,09/01/23,                ,  ,   ,  ,                ,,
      6930 ,     3 ,   2 ,REPMSP     ,  52 ,10/23/23,                ,  ,   ,  ,                ,,
      6930 ,     3 ,   2 ,LAB        ,  56 ,10/27/23,ASP R           ,  ,   ,  ,                ,,
      6930 ,     3 ,   2 ,MOVE       ,  57 ,10/28/23,F003T004        ,  ,   ,  ,                ,,
      6930 ,     4 ,   2 ,OPEN       , 114 ,12/24/23,252NR12241      ,O ,15 ,E ,                ,James,
      6930 ,     4 ,   2 ,LAME       , 129 ,01/08/24,LR A            ,  ,   ,  ,                ,,
      6930 ,     4 ,   2 ,LAME       , 150 ,01/29/24,LR A            ,  ,   ,  ,                ,,
      6930 ,     4 ,   2 ,BRED       , 163 ,02/11/24,252NR12241      ,- ,15 ,B ,                ,James,
      6930 ,     4 ,   2 ,LAME       , 172 ,02/20/24,LR A            ,  ,   ,  ,                ,,
      6930 ,     4 ,   2 ,LAME       , 179 ,02/27/24,LR A            ,  ,   ,  ,                ,,
      6931 ,     2 ,   1 ,MAST       , 213 ,08/03/23,LR RR           ,  ,   ,  ,                ,,
      6931 ,     7 ,   1 ,LAB        , 214 ,08/04/23,ERE             ,  ,   ,  ,                ,,
      6931 ,     7 ,   1 ,LAB        , 217 ,08/07/23,AREUS           ,  ,   ,  ,                ,,
      6931 ,     2 ,   1 ,LAB        , 299 ,10/28/23,ERE             ,  ,   ,  ,                ,,
      6931 ,    15 ,   1 ,SOLD       , 372 ,01/09/24,BREEDING        ,  ,   ,  ,                ,,
      6931 ,     2 ,   1 ,MOVE       , 372 ,01/09/24,F002T015        ,  ,   ,  ,                ,,
      6933 ,    10 ,   1 ,MOVE       , 270 ,08/15/23,F010T004        ,  ,   ,  ,                ,,
      6933 ,     4 ,   1 ,DRY        , 335 ,10/19/23,                ,  ,   ,  ,                ,,
      6933 ,    10 ,   1 ,CUDMV      , 362 ,11/15/23,                ,  ,   ,  ,                ,,
      6933 ,    11 ,   2 ,FRESH      ,   0 ,12/19/23,                ,  ,   ,  ,                ,,
      6933 ,     3 ,   2 ,MOVE       ,  44 ,02/01/24,F003T001        ,  ,   ,  ,                ,,
      6933 ,     1 ,   2 ,OPEN       ,  52 ,02/09/24,252NR12241      ,O ,15 ,L ,                ,James,
      6933 ,     1 ,   2 ,BRED       ,  72 ,02/29/24,252NR12241      ,- ,15 ,A ,                ,James,
      6938 ,    11 ,   2 ,FRESH      ,   0 ,09/01/23,                ,  ,   ,  ,                ,,
      6938 ,     2 ,   2 ,MOVE       ,  61 ,11/01/23,F002T004        ,  ,   ,  ,                ,,
      6938 ,     4 ,   2 ,PREG       ,  77 ,11/17/23,29NR12195       ,P , 4 ,L ,                ,Relief,
      6938 ,     4 ,   2 ,LAME       , 172 ,02/20/24,LR T            ,  ,   ,  ,                ,,
      6939 ,     5 ,   1 ,LAME       , 227 ,07/31/23,RR W            ,  ,   ,  ,                ,,
      6939 ,     2 ,   1 ,OPEN       , 253 ,08/26/23,29NR12195       ,O ,15 ,A ,                ,James,
      6939 ,     2 ,   1 ,MAST       , 264 ,09/06/23,RR              ,  ,   ,  ,                ,,
      6939 ,     5 ,   1 ,DNB        , 301 ,10/13/23,                ,  ,   ,  ,                ,,
      6939 ,     5 ,   1 ,LAME       , 305 ,10/17/23,LR RR           ,  ,   ,  ,                ,,
      6939 ,     7 ,   1 ,MOVE       , 386 ,01/06/24,F007T005        ,  ,   ,  ,                ,,
      6940 ,     2 ,   1 ,DRY        , 463 ,12/07/23,                ,  ,   ,  ,                ,,
      6940 ,    10 ,   1 ,CUDMV      , 498 ,01/11/24,                ,  ,   ,  ,                ,,
      6940 ,    11 ,   2 ,FRESH      ,   0 ,02/04/24,                ,  ,   ,  ,                ,,
      6941 ,     1 ,   1 ,DRY        , 299 ,08/10/23,                ,  ,   ,  ,                ,,
      6941 ,    10 ,   1 ,CUDMV      , 321 ,09/01/23,                ,  ,   ,  ,                ,,
      6941 ,    11 ,   2 ,FRESH      ,   0 ,09/30/23,                ,  ,   ,  ,                ,,
      6941 ,     3 ,   2 ,REPMSP     ,   1 ,10/01/23,                ,  ,   ,  ,                ,,
      6941 ,     3 ,   2 ,MOVE       ,  40 ,11/09/23,F003T001        ,  ,   ,  ,                ,,
      6941 ,     1 ,   2 ,OPEN       ,  52 ,11/21/23,252NR12195      ,O ,15 ,L ,                ,James,
      6941 ,     1 ,   2 ,PREG       ,  74 ,12/13/23,252NR12241      ,P ,15 ,A ,                ,James,
      6944 ,    11 ,   2 ,FRESH      ,   0 ,08/30/23,                ,  ,   ,  ,                ,,
      6944 ,     3 ,   2 ,MOVE       ,  35 ,10/04/23,F003T004        ,  ,   ,  ,                ,,
      6944 ,     4 ,   2 ,PREG       ,  60 ,10/29/23,528J4887        ,P ,15 ,A ,                ,James,
      6945 ,    11 ,   2 ,FRESH      ,   0 ,09/26/23,                ,  ,   ,  ,                ,,
      6945 ,     3 ,   2 ,MOVE       ,  38 ,11/03/23,F003T004        ,  ,   ,  ,                ,,
      6945 ,     4 ,   2 ,BRED       , 148 ,02/21/24,252NR12241      ,- ,15 ,E ,                ,James,
      6947 ,     3 ,   2 ,LAB        ,  11 ,07/08/23,EXT             ,  ,   ,  ,                ,,
      6947 ,     3 ,   2 ,MOVE       ,  42 ,08/08/23,F003T001        ,  ,   ,  ,                ,,
      6947 ,     1 ,   2 ,LAME       ,  48 ,08/14/23,LF RR W         ,  ,   ,  ,                ,,
      6947 ,     1 ,   2 ,OPEN       ,  63 ,08/29/23,29NR12195       ,O ,15 ,A ,                ,James,
      6947 ,     1 ,   2 ,OPEN       , 105 ,10/10/23,528J4887        ,O ,15 ,A ,                ,James,
      6947 ,     1 ,   2 ,OPEN       , 128 ,11/02/23,29NR12195       ,O ,15 ,A ,                ,James,
      6947 ,     1 ,   2 ,OPEN       , 151 ,11/25/23,29NR12195       ,O ,15 ,A ,                ,James,
      6947 ,     1 ,   2 ,LAB        , 160 ,12/04/23,ER              ,  ,   ,  ,                ,,
      6947 ,     1 ,   2 ,LAME       , 161 ,12/05/23,RR              ,  ,   ,  ,                ,,
      6947 ,     1 ,   2 ,OPEN       , 174 ,12/18/23,252NR12241      ,O ,15 ,A ,                ,James,
      6947 ,     1 ,   2 ,OPEN       , 198 ,01/11/24,252NR12241      ,O ,15 ,A ,                ,James,
      6947 ,     1 ,   2 ,BRED       , 227 ,02/09/24,252NR12241      ,- ,15 ,L ,                ,James,
      6949 ,    11 ,   2 ,FRESH      ,   0 ,08/30/23,                ,  ,   ,  ,                ,,
      6949 ,     3 ,   2 ,LAB        ,  24 ,09/23/23,PASTE           ,  ,   ,  ,                ,,
      6949 ,     2 ,   2 ,MAST       ,  48 ,10/17/23,                ,  ,   ,  ,                ,,
      6949 ,     5 ,   2 ,OPEN       ,  76 ,11/14/23,29NR12195       ,O ,15 ,A ,                ,James,
      6949 ,     5 ,   2 ,OPEN       ,  97 ,12/05/23,29NR12241       ,O ,15 ,L ,                ,James,
      6949 ,     5 ,   2 ,OPEN       , 116 ,12/24/23,29NR12241       ,O ,15 ,A ,                ,James,
      6949 ,     5 ,   2 ,PREG       , 135 ,01/12/24,29NR12241       ,P ,15 ,E ,                ,James,
      6950 ,     3 ,   2 ,LAB        ,  43 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      6950 ,     3 ,   2 ,MOVE       ,  47 ,08/02/23,F003T001        ,  ,   ,  ,                ,,
      6950 ,     1 ,   2 ,PREG       ,  52 ,08/07/23,29NR12222       ,P ,15 ,A ,                ,James,
      6950 ,     1 ,   2 ,LAME       , 150 ,11/13/23,RR              ,  ,   ,  ,                ,,
      6950 ,     1 ,   2 ,LAME       , 179 ,12/12/23,RR              ,  ,   ,  ,                ,,
      6952 ,     3 ,   1 ,LAB        ,  17 ,07/15/23,EXT             ,  ,   ,  ,                ,,
      6952 ,     3 ,   1 ,LAB        ,  31 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      6952 ,     3 ,   1 ,LAME       ,  40 ,08/07/23,LR W            ,  ,   ,  ,                ,,
      6952 ,     1 ,   1 ,OPEN       ,  55 ,08/22/23,29NR12195       ,O ,15 ,A ,                ,James,
      6952 ,     1 ,   1 ,PREG       ,  74 ,09/10/23,528J5008        ,P , 4 ,A ,                ,Relief,
      6953 ,     1 ,   1 ,PREG       , 249 ,07/22/23,11AN2277        ,P ,15 ,C ,                ,James,
      6953 ,     1 ,   1 ,MAST       , 309 ,09/20/23,RF              ,  ,   ,  ,                ,,
      6953 ,     7 ,   1 ,MAST       , 312 ,09/23/23,RF RR           ,  ,   ,  ,                ,,
      6953 ,     7 ,   1 ,LAB        , 313 ,09/24/23,ERE             ,  ,   ,  ,                ,,
      6953 ,     7 ,   1 ,LAME       , 314 ,09/25/23,RR A            ,  ,   ,  ,                ,,
      6953 ,     7 ,   1 ,MOVE       , 322 ,10/03/23,F007T005        ,  ,   ,  ,                ,,
      6953 ,     5 ,   1 ,DRY        , 471 ,02/29/24,                ,  ,   ,  ,                ,,
      6954 ,    11 ,   2 ,FRESH      ,   0 ,09/19/23,                ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,LAB        ,  12 ,10/01/23,FOOTROT         ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,LAB        ,  12 ,10/01/23,EASE            ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,LAB        ,  13 ,10/02/23,EASE            ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,LAME       ,  13 ,10/02/23,RR T            ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,LAB        ,  14 ,10/03/23,EASE            ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,MOVE       ,  32 ,10/21/23,F003T002        ,  ,   ,  ,                ,,
      6954 ,     3 ,   2 ,MOVE       ,  43 ,11/01/23,F003T004        ,  ,   ,  ,                ,,
      6954 ,     4 ,   2 ,PREG       ,  66 ,11/24/23,252NR12195      ,P ,15 ,A ,                ,James,
      6954 ,     4 ,   2 ,LAME       , 104 ,01/01/24,RR T            ,  ,   ,  ,                ,,
      6955 ,     4 ,   1 ,ABORT      , 181 ,07/01/23,65 DAYS         ,  ,   ,  ,                ,,
      6955 ,     4 ,   1 ,OPEN       , 204 ,07/24/23,11AN2277        ,O ,15 ,C ,                ,James,
      6955 ,     4 ,   1 ,OPEN       , 227 ,08/16/23,11AN2277        ,O ,15 ,A ,                ,James,
      6955 ,     4 ,   1 ,OPEN       , 249 ,09/07/23,11AN1504        ,O ,15 ,A ,                ,James,
      6955 ,     4 ,   1 ,OPEN       , 273 ,10/01/23,11AN1504        ,O ,15 ,A ,                ,James,
      6955 ,     4 ,   1 ,MOVE       , 304 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
      6959 ,     1 ,   1 ,DRY        , 437 ,12/08/23,                ,  ,   ,  ,                ,,
      6959 ,    10 ,   1 ,CUDMV      , 471 ,01/11/24,                ,  ,   ,  ,                ,,
      6959 ,    11 ,   2 ,FRESH      ,   0 ,02/08/24,                ,  ,   ,  ,                ,,
      6959 ,     3 ,   2 ,LAB        ,   2 ,02/10/24,RA              ,  ,   ,  ,                ,,
      6959 ,     3 ,   2 ,MAST       ,   5 ,02/13/24,LR              ,  ,   ,  ,                ,,
      6962 ,     1 ,   1 ,DRY        , 336 ,09/21/23,                ,  ,   ,  ,                ,,
      6962 ,    10 ,   1 ,CUDMV      , 364 ,10/19/23,                ,  ,   ,  ,                ,,
      6962 ,    11 ,   2 ,FRESH      ,   0 ,11/12/23,                ,  ,   ,  ,                ,,
